-3.184263679000000069e-01	-7.050810173999999542e-02	-8.310994859000000456e-01	-1.310466151000000135e-01	-6.765734706999999848e-02	1.651211855999999978e+00	5.456029049999999714e-01	-4.140094056999999994e-01	1.440283924000000104e-01	-6.001159291000000007e-01	-1.554564814999999989e+00	6.330842933000000450e-01
-6.545162075999999551e-01	-4.594573077999999922e-01	-1.037998747999999916e+00	-1.767128591999999887e-01	-2.501552311999999945e-01	2.035537861999999976e+00	5.671410828999999820e-01	-5.726006698000000172e-01	5.787525878000000096e-02	6.761879682999999419e-02	-8.548180735000000530e-01	5.593785848000000227e-01
-3.016839063000000265e-01	-1.012202059999999904e+00	-1.223181558999999918e+00	5.580621708999999875e-01	-8.068610618999999540e-01	1.334217463999999964e+00	6.271136341999999919e-01	2.566713312000000191e-01	-6.663096751000000539e-01	1.358517358000000064e+00	2.207194460000000136e-01	-1.256549348000000066e-01
-2.906765445000000225e-01	-7.414277795999999476e-01	-1.050162521999999932e+00	7.087144939999999727e-01	-1.003240450000000006e-01	9.545604455999999738e-01	-1.873426756999999887e-01	7.717629187000000224e-01	-2.942449456999999824e-01	1.698765440999999932e+00	-5.523952009000000496e-01	-4.001594230000000141e-01
1.834896026000000013e+00	-3.829936764999999910e-01	-9.892749969999999893e-01	5.839308377999999911e-01	2.094735264000000097e+00	7.878704153000000432e-02	-1.006183091000000029e+00	1.808480292999999905e-01	-6.898913530999999620e-03	2.383574334999999933e-01	-1.386473317999999955e+00	-6.791415138999999657e-02
3.021744385999999949e+00	-5.406678749000000117e-01	-1.085943048999999938e+00	1.016172788999999965e-01	1.167948752999999895e+00	-1.341013271000000007e-01	-5.670605215999999782e-01	5.254055461000000093e-01	-3.099766052999999855e-01	-1.332580510000000107e+00	-4.147208461999999929e-01	4.557781693999999884e-01
7.355293023000000208e-01	-6.098949716999999549e-01	-8.603859903999999670e-01	4.509971664000000241e-02	2.650775005000000073e-02	3.729065554000000060e-01	-8.538404766999999618e-01	3.975356176000000019e-01	-8.633282589999999868e-01	-1.988660354999999935e+00	7.619597078999999773e-02	9.006172671999999879e-02
-3.110035754000000097e-01	-4.862598837000000063e-01	-5.286774733000000337e-01	5.133652620999999971e-01	5.159533682000000399e-01	1.603680010999999905e-01	-7.001680334000000006e-01	2.026420042000000032e-01	-8.803921646000000267e-01	-1.618303376999999932e+00	-8.872612523999999501e-02	2.226936157000000138e-01
-9.245748210999999994e-01	-4.415298670000000203e-01	-5.193383676999999699e-01	2.997232364999999898e-01	8.242789146000000233e-01	-3.399332480000000212e-02	-2.258699574999999959e-01	5.378527339999999990e-02	-1.069554637999999974e-01	-1.190291087000000081e+00	8.009186601999999933e-02	9.256273347000000262e-01
-9.841135970000000066e-01	-6.450174375999999654e-01	-6.988398720999999814e-01	-1.758770725000000090e-01	2.764515488000000021e-01	-4.683679081000000077e-01	3.557925954999999751e-01	2.074828947000000035e-01	2.193558868000000106e-01	-7.031256201000000150e-01	1.066839316999999898e+00	1.432869981000000070e+00
-8.796983716999999814e-01	-2.001164756999999905e-01	-5.259072411999999863e-01	-1.694050867999999932e-01	5.681896911999999578e-01	-7.574890624000000239e-01	3.257833363000000038e-01	2.566408090000000253e-01	1.081578871000000053e+00	-4.881822962999999849e-01	3.384576970000000018e-01	1.120395773999999900e+00
-7.473155239000000005e-01	-1.874922753000000109e-01	-5.902781965000000186e-01	-2.593322576000000046e-01	1.345537374999999924e-01	-1.155498359999999947e+00	3.018067313999999723e-01	3.006638542999999775e-01	2.006833372000000004e+00	1.234372291000000038e-01	-5.988183737000000173e-01	-5.860958621999999840e-01
4.947685903000000052e-02	3.121582976000000009e+00	8.171580436000000502e-02	3.366125001999999977e+00	-7.354853042000000229e-01	-2.268836036999999806e+00	3.749196309999999754e-01	-3.855379592999999883e+00	1.005593393000000058e+00	6.806298946000000072e-01	2.056761474000000089e-01	1.491071851999999920e-01
-6.341539362000000457e-01	2.558847264999999815e+00	3.131771239999999734e-01	-1.803805292999999921e+00	-1.092627875000000026e+00	-1.330838892000000051e+00	5.100012363999999465e-01	1.086637617999999916e+00	-1.843035495000000079e+00	1.104412852000000056e+00	-5.769483355000000202e-01	2.507730025000000015e-02
1.891671293999999948e-01	-3.635607033000000099e-01	6.781814230999999582e-01	-1.857169394999999890e+00	-2.780232424000000143e-03	-9.930497127999999840e-01	1.186163784000000110e+00	-1.433177236999999993e+00	-2.119446881000000005e+00	1.324041328999999934e+00	-4.449007687000000044e-01	-1.428190102000000072e+00
-6.357004276000000065e-01	-7.705258238000000093e-01	1.571694888999999984e+00	1.163533519999999932e-01	-2.171464339999999993e+00	-6.297688170999999890e-01	1.149160328000000009e+00	8.226624456000000141e-01	-1.159465530000000077e+00	-5.963353260999999794e-02	-1.969472606999999931e+00	3.084223791999999853e-01
-5.857124960999999796e-01	4.292776967999999971e-01	9.150669629000000027e-01	1.197435988000000034e-01	-1.041971353999999961e+00	5.835326656999999945e-02	1.680882277000000036e+00	7.582633189000000107e-02	-1.373595669999999880e-01	-1.665790306000000109e-01	8.744303193000000363e-01	-2.944991926999999787e+00
-4.518086667999999806e-01	1.229320619000000003e-01	1.365039989000000009e+00	-7.294903715999999372e-02	4.879410229999999737e-01	5.580111710999999808e-01	1.093083760000000071e+00	4.695437501999999985e-01	3.069533741000000093e-01	5.579526834000000379e-01	1.666742759999999990e+00	-4.650538341000000075e-01
1.364729821999999926e+00	4.840819726000000212e-01	1.424541931999999900e+00	9.744450925000000541e-02	1.969235561000000079e+00	6.128056012000000496e-01	8.000224985999999927e-02	6.808387757999999346e-02	7.258044238999999953e-01	9.637332715999999966e-01	1.231003089999999967e+00	6.468927380000000227e-01
8.212053522000000161e-01	-1.250874780999999998e-02	1.181165873000000088e+00	-7.402211602999999585e-01	-1.443218133999999986e-01	1.955966967999999973e-01	-1.096301326000000076e+00	1.601189949999999862e-01	9.336111513000000528e-01	6.448423026999999808e-01	1.821329981999999958e+00	1.006674864000000058e+00
-2.727043765000000120e-01	6.649473325999999407e-02	1.263088559999999916e+00	-7.179962854000000450e-01	-1.069668014999999972e+00	5.490819720000000154e-02	-2.003282999000000064e+00	2.402927273999999891e-01	9.608978186000000088e-01	-2.058919435000000075e-01	9.667269470999999559e-01	1.262931697000000131e-01
-2.466005816999999878e-02	1.409462804999999930e-01	1.147414944000000103e+00	-4.056643971000000182e-01	-5.824789930999999532e-01	-2.953207169000000021e-01	-2.157404472000000073e+00	1.985628809999999966e-01	9.448815587000000127e-01	-4.089449099999999948e-01	-1.063750794999999971e-01	-1.684296881999999940e+00
